kdrg_code,aadrg_code,kdrg_name,mdc_code
B0195,B019,,
B0196,B019,,
B0197,B019,,
B0198,B019,,
B0199,B019,,
B0200,B020,,
B0201,B020,,
B0202,B020,,
B0203,B020,,
B0204,B020,,
B0205,B020,,
B0206,B020,,
B0207,B020,,
B0208,B020,,
B0209,B020,,
B0210,B021,,
B0211,B021,,
B0212,B021,,
B0213,B021,,
B0214,B021,,
B0215,B021,,
B0216,B021,,
B0217,B021,,
B0218,B021,,
B0219,B021,,
B0220,B022,,
B0221,B022,,
B0222,B022,,
B0223,B022,,
B0224,B022,,
B0225,B022,,
B0226,B022,,
B0227,B022,,
B0228,B022,,
B0229,B022,,
B0230,B023,,
B0231,B023,,
B0232,B023,,
B0233,B023,,
B0234,B023,,
B0235,B023,,
B0236,B023,,
B0237,B023,,
B0238,B023,,
B0239,B023,,
B0270,B027,,
B0271,B027,,
B0272,B027,,
B0273,B027,,
B0274,B027,,
B0275,B027,,
B0276,B027,,
B0277,B027,,
B0278,B027,,
B0279,B027,,
B0280,B028,,
B0281,B028,,
B0282,B028,,
B0283,B028,,
B0284,B028,,
B0285,B028,,
B0286,B028,,
B0287,B028,,
B0288,B028,,
B0289,B028,,
B0290,B029,,
B0291,B029,,
B0292,B029,,
B0293,B029,,
B0294,B029,,
B0295,B029,,
B0296,B029,,
B0297,B029,,
B0298,B029,,
B0299,B029,,
B0410,B041,,
B0411,B041,,
B0412,B041,,
B0413,B041,,
B0414,B041,,
B0415,B041,,
B0416,B041,,
B0417,B041,,
B0418,B041,,
B0419,B041,,
B0500,B050,,
B0501,B050,,
B0502,B050,,
B0503,B050,,
B0504,B050,,
B0505,B050,,
B0506,B050,,
B0507,B050,,
B0508,B050,,
B0509,B050,,
B0510,B051,,
B0511,B051,,
B0512,B051,,
B0513,B051,,
B0514,B051,,
B0515,B051,,
B0516,B051,,
B0517,B051,,
B0518,B051,,
B0519,B051,,
B0520,B052,,
B0521,B052,,
B0522,B052,,
B0523,B052,,
B0524,B052,,
B0525,B052,,
B0526,B052,,
B0527,B052,,
B0528,B052,,
B0529,B052,,
B0530,B053,,
B0531,B053,,
B0532,B053,,
B0533,B053,,
B0534,B053,,
B0535,B053,,
B0536,B053,,
B0537,B053,,
B0538,B053,,
B0539,B053,,
B0540,B054,,
B0541,B054,,
B0542,B054,,
B0543,B054,,
B0544,B054,,
B0545,B054,,
B0546,B054,,
B0547,B054,,
B0548,B054,,
B0549,B054,,
B0580,B058,,
B0581,B058,,
B0582,B058,,
B0583,B058,,
B0584,B058,,
B0585,B058,,
B0586,B058,,
B0587,B058,,
B0588,B058,,
B0589,B058,,
B0590,B059,,
B0591,B059,,
B0592,B059,,
B0593,B059,,
B0594,B059,,
B0595,B059,,
B0596,B059,,
B0597,B059,,
B0598,B059,,
B0599,B059,,
B0600,B060,,
B0601,B060,,
B0602,B060,,
B0603,B060,,
B0604,B060,,
B0605,B060,,
B0606,B060,,
B0607,B060,,
B0608,B060,,
B0609,B060,,
B0680,B068,,
B0681,B068,,
B0682,B068,,
B0683,B068,,
B0684,B068,,
B0685,B068,,
B0686,B068,,
B0687,B068,,
B0688,B068,,
B0689,B068,,
B0690,B069,,
B0691,B069,,
B0692,B069,,
B0693,B069,,
B0694,B069,,
B0695,B069,,
B0696,B069,,
B0697,B069,,
B0698,B069,,
B0699,B069,,
B0800,B080,,
B0801,B080,,
B0802,B080,,
B0803,B080,,
B0804,B080,,
B0805,B080,,
B0806,B080,,
B0807,B080,,
B0808,B080,,
B0809,B080,,
B0810,B081,,
B0811,B081,,
B0812,B081,,
B0813,B081,,
B0814,B081,,
B0815,B081,,
B0816,B081,,
B0817,B081,,
B0818,B081,,
B0819,B081,,
B0820,B082,,
B0821,B082,,
B0822,B082,,
B0823,B082,,
B0824,B082,,
B0825,B082,,
B0826,B082,,
B0827,B082,,
B0828,B082,,
B0829,B082,,
B0830,B083,,
B0831,B083,,
B0832,B083,,
B0833,B083,,
B0834,B083,,
B0835,B083,,
B0836,B083,,
B0837,B083,,
B0838,B083,,
B0839,B083,,
B0840,B084,,
B0841,B084,,
B0842,B084,,
B0843,B084,,
B0844,B084,,
B0845,B084,,
B0846,B084,,
B0847,B084,,
B0848,B084,,
B0849,B084,,
B0850,B085,,
B0851,B085,,
B0852,B085,,
B0853,B085,,
B0854,B085,,
B0855,B085,,
B0856,B085,,
B0857,B085,,
B0858,B085,,
B0859,B085,,
B0880,B088,,
B0881,B088,,
B0882,B088,,
B0883,B088,,
B0884,B088,,
B0885,B088,,
B0886,B088,,
B0887,B088,,
B0888,B088,,
B0889,B088,,
B0910,B091,,
B0911,B091,,
B0912,B091,,
B0913,B091,,
B0914,B091,,
B0915,B091,,
B0916,B091,,
B0917,B091,,
B0918,B091,,
B0919,B091,,
B0940,B094,,
B0941,B094,,
B0942,B094,,
B0943,B094,,
B0944,B094,,
B0945,B094,,
B0946,B094,,
B0947,B094,,
B0948,B094,,
B0949,B094,,
B1230,B123,,
B1231,B123,,
B1232,B123,,
B1233,B123,,
B1234,B123,,
B1235,B123,,
B1236,B123,,
B1237,B123,,
B1238,B123,,
B1239,B123,,
B1240,B124,,
B1241,B124,,
B1242,B124,,
B1243,B124,,
B1244,B124,,
B1245,B124,,
B1246,B124,,
B1247,B124,,
B1248,B124,,
B1249,B124,,
B1250,B125,,
B1251,B125,,
B1252,B125,,
B1253,B125,,
B1254,B125,,
B1255,B125,,
B1256,B125,,
B1257,B125,,
B1258,B125,,
B1259,B125,,
B1500,B150,,
B1501,B150,,
B1502,B150,,
B1503,B150,,
B1504,B150,,
B1505,B150,,
B1506,B150,,
B1507,B150,,
B1508,B150,,
B1509,B150,,
B1520,B152,,
B1521,B152,,
B1522,B152,,
B1523,B152,,
B1524,B152,,
B1525,B152,,
B1526,B152,,
B1527,B152,,
B1528,B152,,
B1529,B152,,
B1590,B159,,
B1591,B159,,
B1592,B159,,
B1593,B159,,
B1594,B159,,
B1595,B159,,
B1596,B159,,
B1597,B159,,
B1598,B159,,
B1599,B159,,
B1600,B160,,
B1601,B160,,
B1602,B160,,
B1603,B160,,
B1604,B160,,
B1605,B160,,
B1606,B160,,
B1607,B160,,
B1608,B160,,
B1609,B160,,
B1610,B161,,
B1611,B161,,
B1612,B161,,
B1613,B161,,
B1614,B161,,
B1615,B161,,
B1616,B161,,
B1617,B161,,
B1618,B161,,
B1619,B161,,
B1620,B162,,
B1621,B162,,
B1622,B162,,
B1623,B162,,
B1624,B162,,
B1625,B162,,
B1626,B162,,
B1627,B162,,
B1628,B162,,
B1629,B162,,
B1690,B169,,
B1691,B169,,
B1692,B169,,
B1693,B169,,
B1694,B169,,
B1695,B169,,
B1696,B169,,
B1697,B169,,
B1698,B169,,
B1699,B169,,
B1700,B170,,
B1701,B170,,
B1702,B170,,
B1703,B170,,
B1704,B170,,
B1705,B170,,
B1706,B170,,
B1707,B170,,
B1708,B170,,
B1709,B170,,
B1710,B171,,
B1711,B171,,
B1712,B171,,
B1713,B171,,
B1714,B171,,
B1715,B171,,
B1716,B171,,
B1717,B171,,
B1718,B171,,
B1719,B171,,
B1720,B172,,
B1721,B172,,
B1722,B172,,
B1723,B172,,
B1724,B172,,
B1725,B172,,
B1726,B172,,
B1727,B172,,
B1728,B172,,
B1729,B172,,
B1730,B173,,
B1731,B173,,
B1732,B173,,
B1733,B173,,
B1734,B173,,
B1735,B173,,
B1736,B173,,
B1737,B173,,
B1738,B173,,
B1739,B173,,
B1750,B175,,
B1751,B175,,
B1752,B175,,
B1753,B175,,
B1754,B175,,
B1755,B175,,
B1756,B175,,
B1757,B175,,
B1758,B175,,
B1759,B175,,
B1780,B178,,
B1781,B178,,
B1782,B178,,
B1783,B178,,
B1784,B178,,
B1785,B178,,
B1786,B178,,
B1787,B178,,
B1788,B178,,
B1789,B178,,
B1790,B179,,
B1791,B179,,
B1792,B179,,
B1793,B179,,
B1794,B179,,
B1795,B179,,
B1796,B179,,
B1797,B179,,
B1798,B179,,
B1799,B179,,
B1800,B180,,
B1809,B180,,
B1810,B181,,
B1819,B181,,
B1820,B182,,
B1821,B182,,
B1822,B182,,
B1823,B182,,
B1824,B182,,
B1825,B182,,
B1826,B182,,
B1827,B182,,
B1828,B182,,
B1829,B182,,
B1880,B188,,
B1881,B188,,
B1882,B188,,
B1883,B188,,
B1884,B188,,
B1885,B188,,
B1886,B188,,
B1887,B188,,
B1888,B188,,
B1889,B188,,
B1890,B189,,
B1891,B189,,
B1892,B189,,
B1893,B189,,
B1894,B189,,
B1895,B189,,
B1896,B189,,
B1897,B189,,
B1898,B189,,
B1899,B189,,
B1900,B190,,
B1901,B190,,
B1902,B190,,
B1903,B190,,
B1904,B190,,
B1905,B190,,
B1906,B190,,
B1907,B190,,
B1908,B190,,
B1909,B190,,
B1990,B199,,
B1991,B199,,
B1992,B199,,
B1993,B199,,
B1994,B199,,
B1995,B199,,
B1996,B199,,
B1997,B199,,
B1998,B199,,
B1999,B199,,
B2000,B200,,
B2001,B200,,
B2002,B200,,
B2003,B200,,
B2004,B200,,
B2005,B200,,
B2006,B200,,
B2007,B200,,
B2008,B200,,
B2009,B200,,
B2010,B201,,
B2011,B201,,
B2012,B201,,
B2013,B201,,
B2014,B201,,
B2015,B201,,
B2016,B201,,
B2017,B201,,
B2018,B201,,
B2019,B201,,
B2020,B202,,
B2021,B202,,
B2022,B202,,
B2023,B202,,
B2024,B202,,
B2025,B202,,
B2026,B202,,
B2027,B202,,
B2028,B202,,
B2029,B202,,
B2030,B203,,
B2031,B203,,
B2032,B203,,
B2033,B203,,
B2034,B203,,
B2035,B203,,
B2036,B203,,
B2037,B203,,
B2038,B203,,
B2039,B203,,
B2040,B204,,
B2041,B204,,
B2042,B204,,
B2043,B204,,
B2044,B204,,
B2045,B204,,
B2046,B204,,
B2047,B204,,
B2048,B204,,
B2049,B204,,
B2050,B205,,
B2051,B205,,
B2052,B205,,
B2053,B205,,
B2054,B205,,
B2055,B205,,
B2056,B205,,
B2057,B205,,
B2058,B205,,
B2059,B205,,
B2060,B206,,
B2061,B206,,
B2062,B206,,
B2063,B206,,
B2064,B206,,
B2065,B206,,
B2066,B206,,
B2067,B206,,
B2068,B206,,
B2069,B206,,
B2070,B207,,
B2071,B207,,
B2072,B207,,
B2073,B207,,
B2074,B207,,
B2075,B207,,
B2076,B207,,
B2077,B207,,
B2078,B207,,
B2079,B207,,
B2080,B208,,
B2081,B208,,
B2082,B208,,
B2083,B208,,
B2084,B208,,
B2085,B208,,
B2086,B208,,
B2087,B208,,
B2088,B208,,
B2089,B208,,
B2090,B209,,
B2091,B209,,
B2092,B209,,
B2093,B209,,
B2094,B209,,
B2095,B209,,
B2096,B209,,
B2097,B209,,
B2098,B209,,
B2099,B209,,
B2100,B210,,
B2101,B210,,
B2102,B210,,
B2103,B210,,
B2104,B210,,
B2105,B210,,
B2106,B210,,
B2107,B210,,
B2108,B210,,
B2109,B210,,
B2110,B211,,
B2111,B211,,
B2112,B211,,
B2113,B211,,
B2114,B211,,
B2115,B211,,
B2116,B211,,
B2117,B211,,
B2118,B211,,
B2119,B211,,
B2120,B212,,
B2121,B212,,
B2122,B212,,
B2123,B212,,
B2124,B212,,
B2125,B212,,
B2126,B212,,
B2127,B212,,
B2128,B212,,
B2129,B212,,
B2130,B213,,
B2131,B213,,
B2132,B213,,
B2133,B213,,
B2134,B213,,
B2135,B213,,
B2136,B213,,
B2137,B213,,
B2138,B213,,
B2139,B213,,
B2170,B217,,
B2171,B217,,
B2172,B217,,
B2173,B217,,
B2174,B217,,
B2175,B217,,
B2176,B217,,
B2177,B217,,
B2178,B217,,
B2179,B217,,
B2180,B218,,
B2181,B218,,
B2182,B218,,
B2183,B218,,
B2184,B218,,
B2185,B218,,
B2186,B218,,
B2187,B218,,
B2188,B218,,
B2189,B218,,
B2190,B219,,
B2191,B219,,
B2192,B219,,
B2193,B219,,
B2194,B219,,
B2195,B219,,
B2196,B219,,
B2197,B219,,
B2198,B219,,
B2199,B219,,
B2200,B220,,
B2201,B220,,
B2202,B220,,
B2203,B220,,
B2204,B220,,
B2205,B220,,
B2206,B220,,
B2207,B220,,
B2208,B220,,
B2209,B220,,
B2210,B221,,
B2211,B221,,
B2212,B221,,
B2213,B221,,
B2214,B221,,
B2215,B221,,
B2216,B221,,
B2217,B221,,
B2218,B221,,
B2219,B221,,
B2220,B222,,
B2221,B222,,
B2222,B222,,
B2223,B222,,
B2224,B222,,
B2225,B222,,
B2226,B222,,
B2227,B222,,
B2228,B222,,
B2229,B222,,
B2270,B227,,
B2271,B227,,
B2272,B227,,
B2273,B227,,
B2274,B227,,
B2275,B227,,
B2276,B227,,
B2277,B227,,
B2278,B227,,
B2279,B227,,
B2300,B230,,
B2301,B230,,
B2302,B230,,
B2303,B230,,
B2304,B230,,
B2305,B230,,
B2306,B230,,
B2307,B230,,
B2308,B230,,
B2309,B230,,
B2310,B231,,
B2311,B231,,
B2312,B231,,
B2313,B231,,
B2314,B231,,
B2315,B231,,
B2316,B231,,
B2317,B231,,
B2318,B231,,
B2319,B231,,
B2320,B232,,
B2321,B232,,
B2322,B232,,
B2323,B232,,
B2324,B232,,
B2325,B232,,
B2326,B232,,
B2327,B232,,
B2328,B232,,
B2329,B232,,
B2380,B238,,
B2381,B238,,
B2382,B238,,
B2383,B238,,
B2384,B238,,
B2385,B238,,
B2386,B238,,
B2387,B238,,
B2388,B238,,
B2389,B238,,
B2500,B250,,
B2501,B250,,
B2502,B250,,
B2503,B250,,
B2504,B250,,
B2505,B250,,
B2506,B250,,
B2507,B250,,
B2508,B250,,
B2509,B250,,
B2510,B251,,
B2511,B251,,
B2512,B251,,
B2513,B251,,
B2514,B251,,
B2515,B251,,
B2516,B251,,
B2517,B251,,
B2518,B251,,
B2519,B251,,
B2520,B252,,
B2521,B252,,
B2522,B252,,
B2523,B252,,
B2524,B252,,
B2525,B252,,
B2526,B252,,
B2527,B252,,
B2528,B252,,
B2529,B252,,
B2580,B258,,
B2581,B258,,
B2582,B258,,
B2583,B258,,
B2584,B258,,
B2585,B258,,
B2586,B258,,
B2587,B258,,
B2588,B258,,
B2589,B258,,
B2590,B259,,
B2591,B259,,
B2592,B259,,
B2593,B259,,
B2594,B259,,
B2595,B259,,
B2596,B259,,
B2597,B259,,
B2598,B259,,
B2599,B259,,
B2600,B260,,
B2601,B260,,
B2602,B260,,
B2603,B260,,
B2604,B260,,
B2605,B260,,
B2606,B260,,
B2607,B260,,
B2608,B260,,
B2609,B260,,
B2610,B261,,
B2611,B261,,
B2612,B261,,
B2613,B261,,
B2614,B261,,
B2615,B261,,
B2616,B261,,
B2617,B261,,
B2618,B261,,
B2619,B261,,
B2620,B262,,
B2621,B262,,
B2622,B262,,
B2623,B262,,
B2624,B262,,
B2625,B262,,
B2626,B262,,
B2627,B262,,
B2628,B262,,
B2629,B262,,
B2630,B263,,
B2631,B263,,
B2632,B263,,
B2633,B263,,
B2634,B263,,
B2635,B263,,
B2636,B263,,
B2637,B263,,
B2638,B263,,
B2639,B263,,
B2680,B268,,
B2681,B268,,
B2682,B268,,
B2683,B268,,
B2684,B268,,
B2685,B268,,
B2686,B268,,
B2687,B268,,
B2688,B268,,
B2689,B268,,
B2690,B269,,
B2691,B269,,
B2692,B269,,
B2693,B269,,
B2694,B269,,
B2695,B269,,
B2696,B269,,
B2697,B269,,
B2698,B269,,
B2699,B269,,
B2700,B270,,
B2701,B270,,
B2702,B270,,
B2703,B270,,
B2704,B270,,
B2705,B270,,
B2706,B270,,
B2707,B270,,
B2708,B270,,
B2709,B270,,
B2710,B271,,
B2711,B271,,
B2712,B271,,
B2713,B271,,
B2714,B271,,
B2715,B271,,
B2716,B271,,
B2717,B271,,
B2718,B271,,
B2719,B271,,
B2780,B278,,
B2781,B278,,
B2782,B278,,
B2783,B278,,
B2784,B278,,
B2785,B278,,
B2786,B278,,
B2787,B278,,
B2788,B278,,
B2789,B278,,
B2790,B279,,
B2791,B279,,
B2792,B279,,
B2793,B279,,
B2794,B279,,
B2795,B279,,
B2796,B279,,
B2797,B279,,
B2798,B279,,
B2799,B279,,
B3000,B300,,
B3001,B300,,
B3002,B300,,
B3003,B300,,
B3004,B300,,
B3005,B300,,
B3006,B300,,
B3007,B300,,
B3008,B300,,
B3009,B300,,
B3010,B301,,
B3011,B301,,
B3012,B301,,
B3013,B301,,
B3014,B301,,
B3015,B301,,
B3016,B301,,
B3017,B301,,
B3018,B301,,
B3019,B301,,
B3020,B302,,
B3021,B302,,
B3022,B302,,
B3023,B302,,
B3024,B302,,
B3025,B302,,
B3026,B302,,
B3027,B302,,
B3028,B302,,
B3029,B302,,
B3030,B303,,
B3031,B303,,
B3032,B303,,
B3033,B303,,
B3034,B303,,
B3035,B303,,
B3036,B303,,
B3037,B303,,
B3038,B303,,
B3039,B303,,
B3080,B308,,
B3081,B308,,
B3082,B308,,
B3083,B308,,
B3084,B308,,
B3085,B308,,
B3086,B308,,
B3087,B308,,
B3088,B308,,
B3089,B308,,
B3090,B309,,
B3091,B309,,
B3092,B309,,
B3093,B309,,
B3094,B309,,
B3095,B309,,
B3096,B309,,
B3097,B309,,
B3098,B309,,
B3099,B309,,
B3300,B330,,
B3301,B330,,
B3302,B330,,
B3303,B330,,
B3304,B330,,
B3305,B330,,
B3306,B330,,
B3307,B330,,
B3308,B330,,
B3309,B330,,
B3310,B331,,
B3311,B331,,
B3312,B331,,
B3313,B331,,
B3314,B331,,
B3315,B331,,
B3316,B331,,
B3317,B331,,
B3318,B331,,
B3319,B331,,
B3320,B332,,
B3321,B332,,
B3322,B332,,
B3323,B332,,
B3324,B332,,
B3325,B332,,
B3326,B332,,
B3327,B332,,
B3328,B332,,
B3329,B332,,
B3330,B333,,
B3331,B333,,
B3332,B333,,
B3333,B333,,
B3334,B333,,
B3335,B333,,
B3336,B333,,
B3337,B333,,
B3338,B333,,
B3339,B333,,
B3340,B334,,
B3341,B334,,
B3342,B334,,
B3343,B334,,
B3344,B334,,
B3345,B334,,
B3346,B334,,
B3347,B334,,
B3348,B334,,
B3349,B334,,
B3380,B338,,
B3381,B338,,
B3382,B338,,
B3383,B338,,
B3384,B338,,
B3385,B338,,
B3386,B338,,
B3387,B338,,
B3388,B338,,
B3389,B338,,
B3400,B340,,
B3401,B340,,
B3402,B340,,
B3403,B340,,
B3404,B340,,
B3405,B340,,
B3406,B340,,
B3407,B340,,
B3408,B340,,
B3409,B340,,
B3410,B341,,
B3411,B341,,
B3412,B341,,
B3413,B341,,
B3414,B341,,
B3415,B341,,
B3416,B341,,
B3417,B341,,
B3418,B341,,
B3419,B341,,
B3420,B342,,
B3428,B342,,
B3430,B343,,
B3431,B343,,
B3432,B343,,
B3433,B343,,
B3434,B343,,
B3435,B343,,
B3436,B343,,
B3437,B343,,
B3438,B343,,
B3439,B343,,
B3440,B344,,
B3441,B344,,
B3442,B344,,
B3443,B344,,
B3444,B344,,
B3445,B344,,
B3446,B344,,
B3447,B344,,
B3448,B344,,
B3449,B344,,
B3480,B348,,
B3488,B348,,
B3490,B349,,
B3491,B349,,
B3492,B349,,
B3493,B349,,
B3494,B349,,
B3495,B349,,
B3496,B349,,
B3497,B349,,
B3498,B349,,
B3499,B349,,
B3500,B350,,
B3501,B350,,
B3502,B350,,
B3503,B350,,
B3504,B350,,
B3505,B350,,
B3506,B350,,
B3507,B350,,
B3508,B350,,
B3509,B350,,
B3510,B351,,
B3511,B351,,
B3512,B351,,
B3513,B351,,
B3514,B351,,
B3515,B351,,
B3516,B351,,
B3517,B351,,
B3518,B351,,
B3519,B351,,
B3520,B352,,
B3521,B352,,
B3522,B352,,
B3523,B352,,
B3524,B352,,
B3525,B352,,
B3526,B352,,
B3527,B352,,
B3528,B352,,
B3529,B352,,
B3530,B353,,
B3531,B353,,
B3532,B353,,
B3533,B353,,
B3534,B353,,
B3535,B353,,
B3536,B353,,
B3537,B353,,
B3538,B353,,
B3539,B353,,
B3540,B354,,
B3541,B354,,
B3542,B354,,
B3543,B354,,
B3544,B354,,
B3545,B354,,
B3546,B354,,
B3547,B354,,
B3548,B354,,
B3549,B354,,
B3550,B355,,
B3551,B355,,
B3552,B355,,
B3553,B355,,
B3554,B355,,
B3555,B355,,
B3556,B355,,
B3557,B355,,
B3558,B355,,
B3559,B355,,
B3560,B356,,
B3561,B356,,
B3562,B356,,
B3563,B356,,
B3564,B356,,
B3565,B356,,
B3566,B356,,
B3567,B356,,
B3568,B356,,
B3569,B356,,
B3580,B358,,
B3581,B358,,
B3582,B358,,
B3583,B358,,
B3584,B358,,
B3585,B358,,
B3586,B358,,
B3587,B358,,
B3588,B358,,
B3589,B358,,
B3590,B359,,
B3591,B359,,
B3592,B359,,
B3593,B359,,
B3594,B359,,
B3595,B359,,
B3596,B359,,
B3597,B359,,
B3598,B359,,
B3599,B359,,
B3600,B360,,
B3601,B360,,
B3602,B360,,
B3603,B360,,
B3604,B360,,
B3605,B360,,
B3606,B360,,
B3607,B360,,
B3608,B360,,
B3609,B360,,
B3610,B361,,
B3611,B361,,
B3612,B361,,
B3613,B361,,
B3614,B361,,
B3615,B361,,
B3616,B361,,
B3617,B361,,
B3618,B361,,
B3619,B361,,
B3620,B362,,
B3621,B362,,
B3622,B362,,
B3623,B362,,
B3624,B362,,
B3625,B362,,
B3626,B362,,
B3627,B362,,
B3628,B362,,
B3629,B362,,
B3630,B363,,
B3631,B363,,
B3632,B363,,
B3633,B363,,
B3634,B363,,
B3635,B363,,
B3636,B363,,
B3637,B363,,
B3638,B363,,
B3639,B363,,
B3680,B368,,
B3681,B368,,
B3682,B368,,
B3683,B368,,
B3684,B368,,
B3685,B368,,
B3686,B368,,
B3687,B368,,
B3688,B368,,
B3689,B368,,
B3690,B369,,
B3691,B369,,
B3692,B369,,
B3693,B369,,
B3694,B369,,
B3695,B369,,
B3696,B369,,
B3697,B369,,
B3698,B369,,
B3699,B369,,
B3700,B370,,
B3701,B370,,
B3702,B370,,
B3703,B370,,
B3704,B370,,
B3705,B370,,
B3706,B370,,
B3707,B370,,
B3708,B370,,
B3709,B370,,
B3710,B371,,
B3711,B371,,
B3712,B371,,
B3713,B371,,
B3714,B371,,
B3715,B371,,
B3716,B371,,
B3717,B371,,
B3718,B371,,
B3719,B371,,
B3720,B372,,
B3721,B372,,
B3722,B372,,
B3723,B372,,
B3724,B372,,
B3725,B372,,
B3726,B372,,
B3727,B372,,
B3728,B372,,
B3729,B372,,
B3730,B373,,
B3731,B373,,
B3732,B373,,
B3733,B373,,
B3734,B373,,
B3735,B373,,
B3736,B373,,
B3737,B373,,
B3738,B373,,
B3739,B373,,
B3740,B374,,
B3741,B374,,
B3748,B374,,
B3750,B375,,
B3751,B375,,
B3752,B375,,
B3753,B375,,
B3754,B375,,
B3755,B375,,
B3756,B375,,
B3757,B375,,
B3758,B375,,
B3759,B375,,
B3760,B376,,
B3761,B376,,
B3762,B376,,
B3763,B376,,
B3764,B376,,
B3765,B376,,
B3766,B376,,
B3767,B376,,
B3768,B376,,
B3769,B376,,
B3770,B377,,
B3771,B377,,
B3772,B377,,
B3773,B377,,
B3774,B377,,
B3775,B377,,
B3776,B377,,
B3777,B377,,
B3778,B377,,
B3779,B377,,
B3780,B378,,
B3788,B378,,
B3790,B379,,
B3791,B379,,
B3792,B379,,
B3793,B379,,
B3794,B379,,
B3795,B379,,
B3796,B379,,
B3797,B379,,
B3798,B379,,
B3799,B379,,
B3800,B380,,
B3801,B380,,
B3802,B380,,
B3803,B380,,
B3804,B380,,
B3805,B380,,
B3806,B380,,
B3807,B380,,
B3808,B380,,
B3809,B380,,
B3810,B381,,
B3811,B381,,
B3812,B381,,
B3813,B381,,
B3814,B381,,
B3815,B381,,
B3816,B381,,
B3817,B381,,
B3818,B381,,
B3819,B381,,
B3820,B382,,
B3821,B382,,
B3822,B382,,
B3823,B382,,
B3824,B382,,
B3825,B382,,
B3826,B382,,
B3827,B382,,
B3828,B382,,
B3829,B382,,
B3830,B383,,
B3831,B383,,
B3832,B383,,
B3833,B383,,
B3834,B383,,
B3835,B383,,
B3836,B383,,
B3837,B383,,
B3838,B383,,
B3839,B383,,
B3840,B384,,
B3841,B384,,
B3842,B384,,
B3843,B384,,
B3844,B384,,
B3845,B384,,
B3846,B384,,
B3847,B384,,
B3848,B384,,
B3849,B384,,
B3870,B387,,
B3871,B387,,
B3872,B387,,
B3873,B387,,
B3874,B387,,
B3875,B387,,
B3876,B387,,
B3877,B387,,
B3878,B387,,
B3879,B387,,
B3880,B388,,
B3881,B388,,
B3882,B388,,
B3883,B388,,
B3884,B388,,
B3885,B388,,
B3886,B388,,
B3887,B388,,
B3888,B388,,
B3889,B388,,
B3890,B389,,
B3891,B389,,
B3892,B389,,
B3893,B389,,
B3894,B389,,
B3895,B389,,
B3896,B389,,
B3897,B389,,
B3898,B389,,
B3899,B389,,
B3900,B390,,
B3901,B390,,
B3902,B390,,
B3903,B390,,
B3904,B390,,
B3905,B390,,
B3906,B390,,
B3907,B390,,
B3908,B390,,
B3909,B390,,
B3910,B391,,
B3911,B391,,
B3912,B391,,
B3913,B391,,
B3914,B391,,
B3915,B391,,
B3916,B391,,
B3917,B391,,
B3918,B391,,
B3919,B391,,
B3920,B392,,
B3921,B392,,
B3922,B392,,
B3923,B392,,
B3924,B392,,
B3925,B392,,
B3926,B392,,
B3927,B392,,
B3928,B392,,
B3929,B392,,
B3930,B393,,
B3931,B393,,
B3932,B393,,
B3933,B393,,
B3934,B393,,
B3935,B393,,
B3936,B393,,
B3937,B393,,
B3938,B393,,
B3939,B393,,
B3940,B394,,
B3941,B394,,
B3942,B394,,
B3943,B394,,
B3944,B394,,
B3945,B394,,
B3946,B394,,
B3947,B394,,
B3948,B394,,
B3949,B394,,
B3950,B395,,
B3951,B395,,
B3952,B395,,
B3953,B395,,
B3954,B395,,
B3955,B395,,
B3956,B395,,
B3957,B395,,
B3958,B395,,
B3959,B395,,
B3990,B399,,
B3991,B399,,
B3992,B399,,
B3993,B399,,
B3994,B399,,
B3995,B399,,
B3996,B399,,
B3997,B399,,
B3998,B399,,
B3999,B399,,
B4000,B400,,
B4001,B400,,
B4002,B400,,
B4003,B400,,
B4004,B400,,
B4005,B400,,
B4006,B400,,
B4007,B400,,
B4008,B400,,
B4009,B400,,
B4010,B401,,
B4011,B401,,
B4012,B401,,
B4013,B401,,
B4014,B401,,
B4015,B401,,
B4016,B401,,
B4017,B401,,
B4018,B401,,
B4019,B401,,
B4020,B402,,
B4021,B402,,
B4022,B402,,
B4023,B402,,
B4024,B402,,
B4025,B402,,
B4026,B402,,
B4027,B402,,
B4028,B402,,
B4029,B402,,
B4030,B403,,
B4031,B403,,
B4032,B403,,
B4033,B403,,
B4034,B403,,
B4035,B403,,
B4036,B403,,
B4037,B403,,
B4038,B403,,
B4039,B403,,
B4070,B407,,
B4071,B407,,
B4072,B407,,
B4073,B407,,
B4074,B407,,
B4075,B407,,
B4076,B407,,
B4077,B407,,
B4078,B407,,
B4079,B407,,
B4080,B408,,
B4081,B408,,
B4082,B408,,
B4083,B408,,
B4084,B408,,
B4085,B408,,
B4086,B408,,
B4087,B408,,
B4088,B408,,
B4089,B408,,
B4090,B409,,
B4091,B409,,
B4092,B409,,
B4093,B409,,
B4094,B409,,
B4095,B409,,
B4096,B409,,
B4097,B409,,
B4098,B409,,
B4099,B409,,
B4100,B410,,
B4101,B410,,
B4102,B410,,
B4103,B410,,
B4104,B410,,
B4105,B410,,
B4106,B410,,
B4107,B410,,
B4108,B410,,
B4109,B410,,
B4170,B417,,
B4171,B417,,
B4172,B417,,
B4173,B417,,
B4174,B417,,
B4175,B417,,
B4176,B417,,
B4177,B417,,
B4178,B417,,
B4179,B417,,
B4180,B418,,
B4181,B418,,
B4182,B418,,
B4183,B418,,
