kdrg_code,aadrg_code,kdrg_name,mdc_code
G2385,G238,,
G2386,G238,,
G2387,G238,,
G2388,G238,,
G2389,G238,,
G2390,G239,,
G2391,G239,,
G2392,G239,,
G2393,G239,,
G2394,G239,,
G2395,G239,,
G2396,G239,,
G2397,G239,,
G2398,G239,,
G2399,G239,,
G2400,G240,,
G2401,G240,,
G2402,G240,,
G2403,G240,,
G2404,G240,,
G2405,G240,,
G2406,G240,,
G2407,G240,,
G2408,G240,,
G2409,G240,,
G2410,G241,,
G2411,G241,,
G2412,G241,,
G2413,G241,,
G2414,G241,,
G2415,G241,,
G2416,G241,,
G2417,G241,,
G2418,G241,,
G2419,G241,,
G2420,G242,,
G2421,G242,,
G2422,G242,,
G2423,G242,,
G2424,G242,,
G2425,G242,,
G2426,G242,,
G2427,G242,,
G2428,G242,,
G2429,G242,,
G2430,G243,,
G2431,G243,,
G2432,G243,,
G2433,G243,,
G2434,G243,,
G2435,G243,,
G2436,G243,,
G2437,G243,,
G2438,G243,,
G2439,G243,,
G2440,G244,,
G2441,G244,,
G2442,G244,,
G2443,G244,,
G2444,G244,,
G2445,G244,,
G2446,G244,,
G2447,G244,,
G2448,G244,,
G2449,G244,,
G2450,G245,,
G2451,G245,,
G2452,G245,,
G2453,G245,,
G2454,G245,,
G2455,G245,,
G2456,G245,,
G2457,G245,,
G2458,G245,,
G2459,G245,,
G2480,G248,,
G2481,G248,,
G2482,G248,,
G2483,G248,,
G2484,G248,,
G2485,G248,,
G2486,G248,,
G2487,G248,,
G2488,G248,,
G2489,G248,,
G2490,G249,,
G2491,G249,,
G2492,G249,,
G2493,G249,,
G2494,G249,,
G2495,G249,,
G2496,G249,,
G2497,G249,,
G2498,G249,,
G2499,G249,,
G2500,G250,,
G2501,G250,,
G2502,G250,,
G2503,G250,,
G2504,G250,,
G2505,G250,,
G2506,G250,,
G2507,G250,,
G2508,G250,,
G2509,G250,,
G2510,G251,,
G2511,G251,,
G2512,G251,,
G2513,G251,,
G2514,G251,,
G2515,G251,,
G2516,G251,,
G2517,G251,,
G2518,G251,,
G2519,G251,,
G2520,G252,,
G2521,G252,,
G2522,G252,,
G2523,G252,,
G2524,G252,,
G2525,G252,,
G2526,G252,,
G2527,G252,,
G2528,G252,,
G2529,G252,,
G2530,G253,,
G2531,G253,,
G2532,G253,,
G2533,G253,,
G2534,G253,,
G2535,G253,,
G2536,G253,,
G2537,G253,,
G2538,G253,,
G2539,G253,,
G2540,G254,,
G2541,G254,,
G2542,G254,,
G2543,G254,,
G2544,G254,,
G2545,G254,,
G2546,G254,,
G2547,G254,,
G2548,G254,,
G2549,G254,,
G2550,G255,,
G2551,G255,,
G2552,G255,,
G2553,G255,,
G2554,G255,,
G2555,G255,,
G2556,G255,,
G2557,G255,,
G2558,G255,,
G2559,G255,,
G2560,G256,,
G2561,G256,,
G2562,G256,,
G2563,G256,,
G2564,G256,,
G2565,G256,,
G2566,G256,,
G2567,G256,,
G2568,G256,,
G2569,G256,,
G2580,G258,,
G2581,G258,,
G2582,G258,,
G2583,G258,,
G2584,G258,,
G2585,G258,,
G2586,G258,,
G2587,G258,,
G2588,G258,,
G2589,G258,,
G2590,G259,,
G2591,G259,,
G2592,G259,,
G2593,G259,,
G2594,G259,,
G2595,G259,,
G2596,G259,,
G2597,G259,,
G2598,G259,,
G2599,G259,,
G3000,G300,,
G3001,G300,,
G3002,G300,,
G3003,G300,,
G3004,G300,,
G3005,G300,,
G3006,G300,,
G3007,G300,,
G3008,G300,,
G3009,G300,,
G3010,G301,,
G3011,G301,,
G3012,G301,,
G3013,G301,,
G3014,G301,,
G3015,G301,,
G3016,G301,,
G3017,G301,,
G3018,G301,,
G3019,G301,,
G3080,G308,,
G3081,G308,,
G3082,G308,,
G3083,G308,,
G3084,G308,,
G3085,G308,,
G3086,G308,,
G3087,G308,,
G3088,G308,,
G3089,G308,,
G3090,G309,,
G3091,G309,,
G3092,G309,,
G3093,G309,,
G3094,G309,,
G3095,G309,,
G3096,G309,,
G3097,G309,,
G3098,G309,,
G3099,G309,,
G3100,G310,,
G3101,G310,,
G3102,G310,,
G3103,G310,,
G3104,G310,,
G3108,G310,,
G3110,G311,,
G3111,G311,,
G3112,G311,,
G3113,G311,,
G3114,G311,,
G3115,G311,,
G3116,G311,,
G3117,G311,,
G3118,G311,,
G3119,G311,,
G3120,G312,,
G3121,G312,,
G3122,G312,,
G3123,G312,,
G3124,G312,,
G3125,G312,,
G3126,G312,,
G3127,G312,,
G3128,G312,,
G3129,G312,,
G3180,G318,,
G3181,G318,,
G3182,G318,,
G3184,G318,,
G3188,G318,,
G3190,G319,,
G3191,G319,,
G3192,G319,,
G3193,G319,,
G3194,G319,,
G3195,G319,,
G3196,G319,,
G3197,G319,,
G3198,G319,,
G3199,G319,,
G3200,G320,,
G3201,G320,,
G3202,G320,,
G3203,G320,,
G3204,G320,,
G3205,G320,,
G3206,G320,,
G3207,G320,,
G3208,G320,,
G3209,G320,,
G3280,G328,,
G3281,G328,,
G3282,G328,,
G3283,G328,,
G3284,G328,,
G3285,G328,,
G3286,G328,,
G3287,G328,,
G3288,G328,,
G3289,G328,,
G3500,G350,,
G3501,G350,,
G3502,G350,,
G3503,G350,,
G3504,G350,,
G3505,G350,,
G3506,G350,,
G3507,G350,,
G3508,G350,,
G3509,G350,,
G3510,G351,,
G3511,G351,,
G3512,G351,,
G3513,G351,,
G3514,G351,,
G3515,G351,,
G3516,G351,,
G3517,G351,,
G3518,G351,,
G3519,G351,,
G3520,G352,,
G3521,G352,,
G3522,G352,,
G3523,G352,,
G3524,G352,,
G3525,G352,,
G3526,G352,,
G3527,G352,,
G3528,G352,,
G3529,G352,,
G3580,G358,,
G3581,G358,,
G3582,G358,,
G3583,G358,,
G3584,G358,,
G3585,G358,,
G3586,G358,,
G3587,G358,,
G3588,G358,,
G3589,G358,,
G3590,G359,,
G3591,G359,,
G3592,G359,,
G3593,G359,,
G3594,G359,,
G3595,G359,,
G3596,G359,,
G3597,G359,,
G3598,G359,,
G3599,G359,,
G3600,G360,,
G3601,G360,,
G3602,G360,,
G3603,G360,,
G3604,G360,,
G3605,G360,,
G3606,G360,,
G3607,G360,,
G3608,G360,,
G3609,G360,,
G3610,G361,,
G3611,G361,,
G3612,G361,,
G3613,G361,,
G3614,G361,,
G3615,G361,,
G3616,G361,,
G3617,G361,,
G3618,G361,,
G3619,G361,,
G3680,G368,,
G3681,G368,,
G3682,G368,,
G3683,G368,,
G3684,G368,,
G3685,G368,,
G3686,G368,,
G3687,G368,,
G3688,G368,,
G3689,G368,,
G3690,G369,,
G3691,G369,,
G3692,G369,,
G3693,G369,,
G3694,G369,,
G3695,G369,,
G3696,G369,,
G3697,G369,,
G3698,G369,,
G3699,G369,,
G3700,G370,,
G3701,G370,,
G3702,G370,,
G3703,G370,,
G3704,G370,,
G3705,G370,,
G3706,G370,,
G3707,G370,,
G3708,G370,,
G3709,G370,,
G3710,G371,,
G3711,G371,,
G3712,G371,,
G3713,G371,,
G3714,G371,,
G3715,G371,,
G3716,G371,,
G3717,G371,,
G3718,G371,,
G3719,G371,,
G3720,G372,,
G3721,G372,,
G3722,G372,,
G3723,G372,,
G3724,G372,,
G3725,G372,,
G3726,G372,,
G3727,G372,,
G3728,G372,,
G3729,G372,,
G3730,G373,,
G3731,G373,,
G3732,G373,,
G3733,G373,,
G3734,G373,,
G3735,G373,,
G3736,G373,,
G3737,G373,,
G3738,G373,,
G3739,G373,,
G3740,G374,,
G3741,G374,,
G3742,G374,,
G3743,G374,,
G3744,G374,,
G3745,G374,,
G3746,G374,,
G3747,G374,,
G3748,G374,,
G3749,G374,,
G3750,G375,,
G3751,G375,,
G3752,G375,,
G3753,G375,,
G3754,G375,,
G3755,G375,,
G3756,G375,,
G3757,G375,,
G3758,G375,,
G3759,G375,,
G3780,G378,,
G3781,G378,,
G3782,G378,,
G3783,G378,,
G3784,G378,,
G3785,G378,,
G3786,G378,,
G3787,G378,,
G3788,G378,,
G3789,G378,,
G3790,G379,,
G3791,G379,,
G3792,G379,,
G3793,G379,,
G3794,G379,,
G3795,G379,,
G3796,G379,,
G3797,G379,,
G3798,G379,,
G3799,G379,,
G4000,G400,,
G4001,G400,,
G4010,G401,,
G4011,G401,,
G4020,G402,,
G4021,G402,,
G4030,G403,,
G4031,G403,,
G4040,G404,,
G4041,G404,,
G4050,G405,,
G4051,G405,,
G4060,G406,,
G4061,G406,,
G4070,G407,,
G4071,G407,,
G4080,G408,,
G4081,G408,,
G4090,G409,,
G4091,G409,,
G4100,G410,,
G4101,G410,,
G4102,G410,,
G4103,G410,,
G4104,G410,,
G4105,G410,,
G4106,G410,,
G4107,G410,,
G4108,G410,,
G4109,G410,,
G4110,G411,,
G4111,G411,,
G4112,G411,,
G4113,G411,,
G4114,G411,,
G4115,G411,,
G4116,G411,,
G4117,G411,,
G4118,G411,,
G4119,G411,,
G4120,G412,,
G4121,G412,,
G4122,G412,,
G4123,G412,,
G4124,G412,,
G4125,G412,,
G4126,G412,,
G4127,G412,,
G4128,G412,,
G4129,G412,,
G4180,G418,,
G4181,G418,,
G4182,G418,,
G4183,G418,,
G4184,G418,,
G4185,G418,,
G4186,G418,,
G4187,G418,,
G4188,G418,,
G4189,G418,,
G4190,G419,,
G4191,G419,,
G4192,G419,,
G4193,G419,,
G4194,G419,,
G4195,G419,,
G4196,G419,,
G4197,G419,,
G4198,G419,,
G4199,G419,,
G4300,G430,,
G4301,G430,,
G4302,G430,,
G4303,G430,,
G4304,G430,,
G4305,G430,,
G4306,G430,,
G4307,G430,,
G4308,G430,,
G4309,G430,,
G4310,G431,,
G4311,G431,,
G4312,G431,,
G4313,G431,,
G4314,G431,,
G4315,G431,,
G4316,G431,,
G4317,G431,,
G4318,G431,,
G4319,G431,,
G4320,G432,,
G4321,G432,,
G4322,G432,,
G4323,G432,,
G4324,G432,,
G4325,G432,,
G4326,G432,,
G4327,G432,,
G4328,G432,,
G4329,G432,,
G4330,G433,,
G4331,G433,,
G4332,G433,,
G4333,G433,,
G4334,G433,,
G4335,G433,,
G4336,G433,,
G4337,G433,,
G4338,G433,,
G4339,G433,,
G4380,G438,,
G4381,G438,,
G4382,G438,,
G4383,G438,,
G4384,G438,,
G4385,G438,,
G4386,G438,,
G4387,G438,,
G4388,G438,,
G4389,G438,,
G4390,G439,,
G4391,G439,,
G4392,G439,,
G4393,G439,,
G4394,G439,,
G4395,G439,,
G4396,G439,,
G4397,G439,,
G4398,G439,,
G4399,G439,,
G4400,G440,,
G4401,G440,,
G4402,G440,,
G4403,G440,,
G4404,G440,,
G4405,G440,,
G4406,G440,,
G4407,G440,,
G4408,G440,,
G4409,G440,,
G4410,G441,,
G4411,G441,,
G4412,G441,,
G4413,G441,,
G4414,G441,,
G4415,G441,,
G4416,G441,,
G4417,G441,,
G4418,G441,,
G4419,G441,,
G4420,G442,,
G4421,G442,,
G4422,G442,,
G4423,G442,,
G4424,G442,,
G4425,G442,,
G4426,G442,,
G4427,G442,,
G4428,G442,,
G4429,G442,,
G4430,G443,,
G4431,G443,,
G4432,G443,,
G4433,G443,,
G4434,G443,,
G4435,G443,,
G4436,G443,,
G4437,G443,,
G4438,G443,,
G4439,G443,,
G4440,G444,,
G4441,G444,,
G4442,G444,,
G4443,G444,,
G4444,G444,,
G4445,G444,,
G4446,G444,,
G4447,G444,,
G4448,G444,,
G4449,G444,,
G4480,G448,,
G4481,G448,,
G4482,G448,,
G4483,G448,,
G4484,G448,,
G4485,G448,,
G4486,G448,,
G4487,G448,,
G4488,G448,,
G4489,G448,,
G4500,G450,,
G4501,G450,,
G4502,G450,,
G4503,G450,,
G4504,G450,,
G4505,G450,,
G4506,G450,,
G4507,G450,,
G4508,G450,,
G4509,G450,,
G4510,G451,,
G4511,G451,,
G4512,G451,,
G4513,G451,,
G4514,G451,,
G4515,G451,,
G4516,G451,,
G4517,G451,,
G4518,G451,,
G4519,G451,,
G4520,G452,,
G4521,G452,,
G4522,G452,,
G4523,G452,,
G4524,G452,,
G4525,G452,,
G4526,G452,,
G4527,G452,,
G4528,G452,,
G4529,G452,,
G4530,G453,,
G4531,G453,,
G4532,G453,,
G4533,G453,,
G4534,G453,,
G4535,G453,,
G4536,G453,,
G4537,G453,,
G4538,G453,,
G4539,G453,,
G4540,G454,,
G4541,G454,,
G4542,G454,,
G4543,G454,,
G4544,G454,,
G4545,G454,,
G4546,G454,,
G4547,G454,,
G4548,G454,,
G4549,G454,,
G4580,G458,,
G4581,G458,,
G4582,G458,,
G4583,G458,,
G4584,G458,,
G4585,G458,,
G4586,G458,,
G4587,G458,,
G4588,G458,,
G4589,G458,,
G4590,G459,,
G4591,G459,,
G4592,G459,,
G4593,G459,,
G4594,G459,,
G4595,G459,,
G4596,G459,,
G4597,G459,,
G4598,G459,,
G4599,G459,,
G4600,G460,,
G4601,G460,,
G4602,G460,,
G4603,G460,,
G4604,G460,,
G4605,G460,,
G4606,G460,,
G4607,G460,,
G4608,G460,,
G4609,G460,,
G4610,G461,,
G4611,G461,,
G4612,G461,,
G4613,G461,,
G4614,G461,,
G4615,G461,,
G4616,G461,,
G4617,G461,,
G4618,G461,,
G4619,G461,,
G4620,G462,,
G4621,G462,,
G4622,G462,,
G4623,G462,,
G4624,G462,,
G4625,G462,,
G4626,G462,,
G4627,G462,,
G4628,G462,,
G4629,G462,,
G4630,G463,,
G4631,G463,,
G4632,G463,,
G4633,G463,,
G4634,G463,,
G4635,G463,,
G4636,G463,,
G4637,G463,,
G4638,G463,,
G4639,G463,,
G4640,G464,,
G4641,G464,,
G4642,G464,,
G4643,G464,,
G4644,G464,,
G4645,G464,,
G4646,G464,,
G4647,G464,,
G4648,G464,,
G4649,G464,,
G4650,G465,,
G4651,G465,,
G4652,G465,,
G4653,G465,,
G4654,G465,,
G4655,G465,,
G4656,G465,,
G4657,G465,,
G4658,G465,,
G4659,G465,,
G4660,G466,,
G4661,G466,,
G4662,G466,,
G4663,G466,,
G4664,G466,,
G4665,G466,,
G4666,G466,,
G4667,G466,,
G4668,G466,,
G4669,G466,,
G4670,G467,,
G4671,G467,,
G4672,G467,,
G4673,G467,,
G4674,G467,,
G4675,G467,,
G4676,G467,,
G4677,G467,,
G4678,G467,,
G4679,G467,,
G4680,G468,,
G4681,G468,,
G4682,G468,,
G4683,G468,,
G4684,G468,,
G4685,G468,,
G4686,G468,,
G4687,G468,,
G4688,G468,,
G4689,G468,,
G4700,G470,,
G4701,G470,,
G4702,G470,,
G4703,G470,,
G4704,G470,,
G4705,G470,,
G4706,G470,,
G4707,G470,,
G4708,G470,,
G4709,G470,,
G4710,G471,,
G4711,G471,,
G4712,G471,,
G4713,G471,,
G4714,G471,,
G4715,G471,,
G4716,G471,,
G4717,G471,,
G4718,G471,,
G4719,G471,,
G4720,G472,,
G4721,G472,,
G4722,G472,,
G4728,G472,,
G4730,G473,,
G4731,G473,,
G4732,G473,,
G4738,G473,,
G4740,G474,,
G4741,G474,,
G4742,G474,,
G4743,G474,,
G4744,G474,,
G4745,G474,,
G4746,G474,,
G4747,G474,,
G4748,G474,,
G4749,G474,,
G4780,G478,,
G4781,G478,,
G4782,G478,,
G4783,G478,,
G4784,G478,,
G4785,G478,,
G4786,G478,,
G4787,G478,,
G4788,G478,,
G4789,G478,,
G4790,G479,,
G4791,G479,,
G4792,G479,,
G4793,G479,,
G4794,G479,,
G4795,G479,,
G4796,G479,,
G4797,G479,,
G4798,G479,,
G4799,G479,,
G5000,G500,,
G5001,G500,,
G5002,G500,,
G5003,G500,,
G5004,G500,,
G5005,G500,,
G5006,G500,,
G5007,G500,,
G5008,G500,,
G5009,G500,,
G5010,G501,,
G5011,G501,,
G5012,G501,,
G5013,G501,,
G5014,G501,,
G5015,G501,,
G5016,G501,,
G5017,G501,,
G5018,G501,,
G5019,G501,,
G5030,G503,,
G5031,G503,,
G5032,G503,,
G5033,G503,,
G5034,G503,,
G5035,G503,,
G5036,G503,,
G5037,G503,,
G5038,G503,,
G5039,G503,,
G5080,G508,,
G5081,G508,,
G5082,G508,,
G5083,G508,,
G5084,G508,,
G5085,G508,,
G5086,G508,,
G5087,G508,,
G5088,G508,,
G5089,G508,,
G5090,G509,,
G5091,G509,,
G5092,G509,,
G5093,G509,,
G5094,G509,,
G5095,G509,,
G5096,G509,,
G5097,G509,,
G5098,G509,,
G5099,G509,,
G5100,G510,,
G5101,G510,,
G5102,G510,,
G5103,G510,,
G5104,G510,,
G5105,G510,,
G5106,G510,,
G5107,G510,,
G5108,G510,,
G5109,G510,,
G5110,G511,,
G5111,G511,,
G5112,G511,,
G5113,G511,,
G5114,G511,,
G5115,G511,,
G5116,G511,,
G5117,G511,,
G5118,G511,,
G5119,G511,,
G5120,G512,,
G5121,G512,,
G5122,G512,,
G5123,G512,,
G5124,G512,,
G5125,G512,,
G5126,G512,,
G5127,G512,,
G5128,G512,,
G5129,G512,,
G5130,G513,,
G5131,G513,,
G5132,G513,,
G5133,G513,,
G5134,G513,,
G5135,G513,,
G5136,G513,,
G5137,G513,,
G5138,G513,,
G5139,G513,,
G5140,G514,,
G5141,G514,,
G5142,G514,,
G5143,G514,,
G5144,G514,,
G5145,G514,,
G5146,G514,,
G5147,G514,,
G5148,G514,,
G5149,G514,,
G5180,G518,,
G5181,G518,,
G5182,G518,,
G5183,G518,,
G5184,G518,,
G5185,G518,,
G5186,G518,,
G5187,G518,,
G5188,G518,,
G5189,G518,,
G5190,G519,,
G5191,G519,,
G5192,G519,,
G5193,G519,,
G5194,G519,,
G5195,G519,,
G5196,G519,,
G5197,G519,,
G5198,G519,,
G5199,G519,,
G5200,G520,,
G5201,G520,,
G5202,G520,,
G5203,G520,,
G5204,G520,,
G5205,G520,,
G5206,G520,,
G5207,G520,,
G5208,G520,,
G5209,G520,,
G5210,G521,,
G5211,G521,,
G5212,G521,,
G5213,G521,,
G5214,G521,,
G5215,G521,,
G5216,G521,,
G5217,G521,,
G5218,G521,,
G5219,G521,,
G5220,G522,,
G5221,G522,,
G5222,G522,,
G5223,G522,,
G5224,G522,,
G5225,G522,,
G5226,G522,,
G5227,G522,,
G5228,G522,,
G5229,G522,,
G5230,G523,,
G5231,G523,,
G5232,G523,,
G5233,G523,,
G5234,G523,,
G5235,G523,,
G5236,G523,,
G5237,G523,,
G5238,G523,,
G5239,G523,,
G5270,G527,,
G5271,G527,,
G5272,G527,,
G5273,G527,,
G5274,G527,,
G5275,G527,,
G5276,G527,,
G5277,G527,,
G5278,G527,,
G5279,G527,,
G5280,G528,,
G5281,G528,,
G5282,G528,,
G5283,G528,,
G5284,G528,,
G5285,G528,,
G5286,G528,,
G5287,G528,,
G5288,G528,,
G5289,G528,,
G5290,G529,,
G5291,G529,,
G5292,G529,,
G5293,G529,,
G5294,G529,,
G5295,G529,,
G5296,G529,,
G5297,G529,,
G5298,G529,,
G5299,G529,,
G5300,G530,,
G5301,G530,,
G5302,G530,,
G5303,G530,,
G5304,G530,,
G5305,G530,,
G5306,G530,,
G5307,G530,,
G5308,G530,,
G5309,G530,,
G5310,G531,,
G5311,G531,,
G5312,G531,,
G5313,G531,,
G5314,G531,,
G5315,G531,,
G5316,G531,,
G5317,G531,,
G5318,G531,,
G5319,G531,,
G5320,G532,,
G5321,G532,,
G5322,G532,,
G5323,G532,,
G5324,G532,,
G5325,G532,,
G5326,G532,,
G5327,G532,,
G5328,G532,,
G5329,G532,,
G5330,G533,,
G5331,G533,,
G5332,G533,,
G5333,G533,,
G5334,G533,,
G5335,G533,,
G5336,G533,,
G5337,G533,,
G5338,G533,,
G5339,G533,,
G5380,G538,,
G5381,G538,,
G5382,G538,,
G5383,G538,,
G5384,G538,,
G5385,G538,,
G5386,G538,,
G5387,G538,,
G5388,G538,,
G5389,G538,,
G5400,G540,,
G5401,G540,,
G5402,G540,,
G5403,G540,,
G5404,G540,,
G5405,G540,,
G5406,G540,,
G5407,G540,,
G5408,G540,,
G5409,G540,,
G5410,G541,,
G5411,G541,,
G5412,G541,,
G5413,G541,,
G5414,G541,,
G5415,G541,,
G5416,G541,,
G5417,G541,,
G5418,G541,,
G5419,G541,,
G5420,G542,,
G5421,G542,,
G5422,G542,,
G5423,G542,,
G5424,G542,,
G5425,G542,,
G5426,G542,,
G5427,G542,,
G5428,G542,,
G5429,G542,,
G5430,G543,,
G5431,G543,,
G5432,G543,,
G5433,G543,,
G5434,G543,,
G5435,G543,,
G5436,G543,,
G5437,G543,,
G5438,G543,,
G5439,G543,,
G5440,G544,,
G5441,G544,,
G5442,G544,,
G5443,G544,,
G5444,G544,,
G5445,G544,,
G5446,G544,,
G5447,G544,,
G5448,G544,,
G5449,G544,,
G5450,G545,,
G5451,G545,,
G5452,G545,,
G5453,G545,,
G5454,G545,,
G5455,G545,,
G5456,G545,,
G5457,G545,,
G5458,G545,,
G5459,G545,,
G5460,G546,,
G5461,G546,,
G5462,G546,,
G5463,G546,,
G5464,G546,,
G5465,G546,,
G5466,G546,,
G5467,G546,,
G5468,G546,,
G5469,G546,,
G5470,G547,,
G5471,G547,,
G5472,G547,,
G5473,G547,,
G5474,G547,,
G5475,G547,,
G5476,G547,,
G5477,G547,,
G5478,G547,,
G5479,G547,,
G5480,G548,,
G5481,G548,,
G5482,G548,,
G5483,G548,,
G5484,G548,,
G5485,G548,,
G5486,G548,,
G5487,G548,,
G5488,G548,,
G5489,G548,,
G5490,G549,,
G5491,G549,,
G5492,G549,,
G5493,G549,,
G5494,G549,,
G5495,G549,,
G5496,G549,,
G5497,G549,,
G5498,G549,,
G5499,G549,,
G5500,G550,,
G5501,G550,,
G5502,G550,,
G5503,G550,,
G5504,G550,,
G5505,G550,,
G5506,G550,,
G5507,G550,,
G5508,G550,,
G5509,G550,,
G5510,G551,,
G5511,G551,,
G5512,G551,,
G5513,G551,,
G5514,G551,,
G5515,G551,,
G5516,G551,,
G5517,G551,,
G5518,G551,,
G5519,G551,,
G5520,G552,,
G5521,G552,,
G5522,G552,,
G5523,G552,,
G5524,G552,,
G5525,G552,,
G5526,G552,,
G5527,G552,,
G5528,G552,,
G5529,G552,,
G5530,G553,,
G5531,G553,,
G5532,G553,,
G5533,G553,,
G5534,G553,,
G5535,G553,,
G5536,G553,,
G5537,G553,,
G5538,G553,,
G5539,G553,,
G5580,G558,,
G5581,G558,,
G5582,G558,,
G5583,G558,,
G5584,G558,,
G5585,G558,,
G5586,G558,,
G5587,G558,,
G5588,G558,,
G5589,G558,,
G5600,G560,,
G5601,G560,,
G5602,G560,,
G5603,G560,,
G5604,G560,,
G5605,G560,,
G5606,G560,,
G5607,G560,,
G5608,G560,,
G5609,G560,,
G5610,G561,,
G5611,G561,,
G5612,G561,,
G5613,G561,,
G5614,G561,,
G5615,G561,,
G5616,G561,,
G5617,G561,,
G5618,G561,,
G5619,G561,,
G5620,G562,,
G5621,G562,,
G5622,G562,,
G5623,G562,,
G5624,G562,,
G5625,G562,,
G5626,G562,,
G5627,G562,,
G5628,G562,,
G5629,G562,,
G5630,G563,,
G5631,G563,,
G5632,G563,,
G5633,G563,,
G5634,G563,,
G5635,G563,,
G5636,G563,,
G5637,G563,,
G5638,G563,,
G5639,G563,,
G5680,G568,,
G5681,G568,,
G5682,G568,,
G5683,G568,,
G5684,G568,,
G5685,G568,,
G5686,G568,,
G5687,G568,,
G5688,G568,,
G5689,G568,,
G5690,G569,,
G5691,G569,,
G5692,G569,,
G5693,G569,,
G5694,G569,,
G5695,G569,,
G5696,G569,,
G5697,G569,,
G5698,G569,,
G5699,G569,,
G5700,G570,,
G5701,G570,,
G5702,G570,,
G5703,G570,,
G5704,G570,,
G5705,G570,,
G5706,G570,,
G5707,G570,,
G5708,G570,,
G5709,G570,,
G5710,G571,,
G5711,G571,,
G5712,G571,,
G5713,G571,,
G5714,G571,,
G5715,G571,,
G5716,G571,,
G5717,G571,,
G5718,G571,,
G5719,G571,,
G5720,G572,,
G5721,G572,,
G5722,G572,,
G5723,G572,,
G5724,G572,,
G5725,G572,,
G5726,G572,,
G5727,G572,,
G5728,G572,,
G5729,G572,,
G5730,G573,,
G5731,G573,,
G5732,G573,,
G5733,G573,,
G5734,G573,,
G5735,G573,,
G5736,G573,,
G5737,G573,,
G5738,G573,,
G5739,G573,,
G5740,G574,,
G5741,G574,,
G5742,G574,,
G5743,G574,,
G5744,G574,,
G5745,G574,,
G5746,G574,,
G5747,G574,,
G5748,G574,,
G5749,G574,,
G5750,G575,,
G5751,G575,,
G5752,G575,,
G5753,G575,,
G5754,G575,,
G5755,G575,,
G5756,G575,,
G5757,G575,,
G5758,G575,,
G5759,G575,,
G5760,G576,,
G5761,G576,,
G5762,G576,,
G5763,G576,,
G5764,G576,,
G5765,G576,,
G5766,G576,,
G5767,G576,,
G5768,G576,,
G5769,G576,,
G5780,G578,,
G5781,G578,,
G5782,G578,,
G5783,G578,,
G5784,G578,,
G5785,G578,,
G5786,G578,,
G5787,G578,,
G5788,G578,,
G5789,G578,,
G5790,G579,,
G5791,G579,,
G5792,G579,,
G5793,G579,,
G5794,G579,,
G5795,G579,,
G5796,G579,,
G5797,G579,,
G5798,G579,,
G5799,G579,,
G5800,G580,,
G5801,G580,,
G5802,G580,,
G5803,G580,,
G5804,G580,,
G5805,G580,,
G5806,G580,,
G5807,G580,,
G5808,G580,,
G5809,G580,,
G5870,G587,,
G5871,G587,,
G5872,G587,,
G5873,G587,,
G5874,G587,,
G5875,G587,,
G5876,G587,,
G5877,G587,,
G5878,G587,,
G5879,G587,,
G5880,G588,,
G5881,G588,,
G5882,G588,,
G5883,G588,,
G5884,G588,,
G5885,G588,,
G5886,G588,,
G5887,G588,,
G5888,G588,,
G5889,G588,,
G5890,G589,,
G5891,G589,,
G5892,G589,,
G5893,G589,,
G5894,G589,,
G5895,G589,,
G5896,G589,,
G5897,G589,,
G5898,G589,,
G5899,G589,,
G5900,G590,,
G5901,G590,,
G5902,G590,,
G5903,G590,,
G5904,G590,,
G5905,G590,,
G5906,G590,,
G5907,G590,,
G5908,G590,,
G5909,G590,,
G5980,G598,,
G5981,G598,,
G5982,G598,,
G5983,G598,,
G5984,G598,,
G5985,G598,,
G5986,G598,,
G5987,G598,,
G5988,G598,,
G5989,G598,,
G6000,G600,,
G6001,G600,,
G6002,G600,,
G6003,G600,,
G6004,G600,,
G6005,G600,,
G6006,G600,,
G6007,G600,,
G6008,G600,,
G6009,G600,,
G6010,G601,,
G6011,G601,,
G6012,G601,,
G6013,G601,,
G6014,G601,,
G6015,G601,,
G6016,G601,,
G6017,G601,,
G6018,G601,,
G6019,G601,,
G6020,G602,,
G6021,G602,,
G6022,G602,,
G6023,G602,,
G6024,G602,,
G6025,G602,,
G6026,G602,,
G6027,G602,,
G6028,G602,,
G6029,G602,,
G6030,G603,,
G6031,G603,,
G6032,G603,,
G6033,G603,,
G6034,G603,,
G6035,G603,,
G6036,G603,,
G6037,G603,,
G6038,G603,,
G6039,G603,,
G6080,G608,,
G6081,G608,,
G6082,G608,,
G6083,G608,,
G6084,G608,,
G6085,G608,,
G6086,G608,,
G6087,G608,,
G6088,G608,,
G6089,G608,,
G6090,G609,,
G6091,G609,,
G6092,G609,,
G6093,G609,,
G6094,G609,,
G6095,G609,,
G6096,G609,,
G6097,G609,,
G6098,G609,,
G6099,G609,,
G6100,G610,,
G6101,G610,,
G6102,G610,,
G6103,G610,,
G6104,G610,,
G6105,G610,,
G6106,G610,,
G6107,G610,,
G6108,G610,,
G6109,G610,,
G6110,G611,,
G6111,G611,,
G6112,G611,,
G6113,G611,,
G6114,G611,,
G6115,G611,,
G6116,G611,,
G6117,G611,,
G6118,G611,,
G6119,G611,,
G6180,G618,,
G6181,G618,,
G6182,G618,,
G6183,G618,,
G6184,G618,,
G6185,G618,,
G6186,G618,,
G6187,G618,,
